BSSIDLabel,RSSLabel,RoomLabel,SSIDLabel,finLabel
88:25:93:58:06:63,-82,1,TP-LINK_580663,4
00:0f:e2:db:26:20,-70,1,ChinaNet,4
4a:69:6c:07:a1:e5,-68,1,HUST_WIRELESS,4
06:69:6c:0a:bf:06,-66,1,HUST_WIRELESS,4
f8:da:0c:73:0f:e7,-75,1,yang,4
0e:69:6c:0a:bf:06,-66,1,HUST_WIRELESS_AUTO,4
2a:69:6c:05:c5:23,-73,1,HUST_WIRELESS,4
6a:69:6c:05:c3:09,-90,1,HUST_WIRELESS_AUTO,4
4a:cf:5e:50:5f:67,-91,1,ACynthia_GY,4
6a:69:6c:05:c3:07,-91,1,HUST_WIRELESS,4
0e:69:6c:0a:bf:02,-56,1,HUST_WIRELESS_AUTO,4
ea:69:6c:07:92:4f,-91,1,HUST_WIRELESS,4
42:49:0f:06:46:77,-85,1,DIRECT-77-HP M427 LaserJet,4
00:0f:e2:98:15:10,-93,1,ChinaNet,4
0e:69:6c:0a:be:fa,-84,1,HUST_WIRELESS_AUTO,4
aa:69:6c:07:90:fd,-90,1,HUST_WIRELESS_AUTO,4
06:69:6c:0a:be:fa,-84,1,HUST_WIRELESS,4
06:69:6c:0b:22:8a,-88,1,HUST_WIRELESS,4
94:53:30:11:ac:12,-82,1,HP-Print-12-LaserJet Pro MFP,4
a8:57:4e:4d:5f:40,-91,1,511,4
7a:69:6c:07:96:7a,-94,1,HUST_WIRELESS_AUTO,4
7a:69:6c:07:96:78,-94,1,HUST_WIRELESS,4
60:0b:03:09:08:31,-81,1,HUST_WIRELESS_AUTO,4
0e:69:6c:0b:22:8a,-86,1,HUST_WIRELESS_AUTO,4
00:87:46:20:fb:02,-93,1,360WiFi-FB02,4
06:69:6c:0a:bf:02,-57,1,HUST_WIRELESS,5
20:76:93:3a:ae:78,-69,1,HC5761,5
4a:69:6c:07:a1:e7,-55,1,HUST_WIRELESS_AUTO,5
2a:69:6c:05:c5:25,-73,1,HUST_WIRELESS_AUTO,5
24:05:0f:9b:e7:63,-78,1,zqxll2003,5
08:57:00:7b:63:16,-86,1,TL-WTR9500,5
88:25:93:58:06:63,-87,1,TP-LINK_580663,5
00:0f:e2:db:26:20,-63,1,ChinaNet,5
4a:69:6c:07:a1:e5,-55,1,HUST_WIRELESS,5
06:69:6c:0a:bf:06,-67,1,HUST_WIRELESS,5
f8:da:0c:73:0f:e7,-75,1,yang,5
0e:69:6c:0a:bf:06,-67,1,HUST_WIRELESS_AUTO,5
2a:69:6c:05:c5:23,-73,1,HUST_WIRELESS,5
6a:69:6c:05:c3:07,-89,1,HUST_WIRELESS,5
42:49:0f:06:46:77,-80,1,DIRECT-77-HP M427 LaserJet,5
94:53:30:11:ac:12,-84,1,HP-Print-12-LaserJet Pro MFP,5
7a:69:6c:07:96:78,-88,1,HUST_WIRELESS,5
4c:e6:76:c9:fc:00,-82,1,HongboJiangOffice,5
60:0b:03:09:08:30,-84,1,HUST_WIRELESS,5
0e:69:6c:0a:bf:02,-57,1,HUST_WIRELESS_AUTO,5
7a:69:6c:07:96:7a,-88,1,HUST_WIRELESS_AUTO,5
00:87:46:20:fb:02,-90,1,360WiFi-FB02,5
fa:69:6c:07:93:20,-95,1,HUST_WIRELESS,5
60:0b:03:09:08:31,-84,1,HUST_WIRELESS_AUTO,5
00:0f:e2:98:15:10,-91,1,ChinaNet,5
4a:cf:5e:50:5f:67,-86,1,ACynthia_GY,5
0e:69:6c:0a:c0:86,-88,1,HUST_WIRELESS_AUTO,5
f0:b4:29:3c:68:ef,-89,1,Seven,5
06:69:6c:0a:c0:86,-87,1,HUST_WIRELESS,5
4a:69:6c:07:85:75,-93,1,HUST_WIRELESS,5
60:0b:03:0e:2b:b1,-84,1,HUST_WIRELESS_AUTO,5
aa:69:6c:05:c4:5d,-92,1,HUST_WIRELESS_AUTO,5
38:22:d6:aa:15:30,-91,1,ChinaNet,5
aa:69:6c:05:c4:5b,-91,1,HUST_WIRELESS,5
aa:69:6c:07:90:fd,-89,1,HUST_WIRELESS_AUTO,5
6a:69:6c:05:c3:09,-89,1,HUST_WIRELESS_AUTO,5
06:69:6c:0a:bf:02,-52,1,HUST_WIRELESS,6
20:76:93:3a:ae:78,-62,1,HC5761,6
4a:69:6c:07:a1:e7,-61,1,HUST_WIRELESS_AUTO,6
2a:69:6c:05:c5:25,-68,1,HUST_WIRELESS_AUTO,6
24:05:0f:9b:e7:63,-72,1,zqxll2003,6
08:57:00:7b:63:16,-67,1,TL-WTR9500,6
88:25:93:58:06:63,-82,1,TP-LINK_580663,6
00:0f:e2:db:26:20,-63,1,ChinaNet,6
4a:69:6c:07:a1:e5,-61,1,HUST_WIRELESS,6
06:69:6c:0a:bf:06,-74,1,HUST_WIRELESS,6
f8:da:0c:73:0f:e7,-72,1,yang,6
0e:69:6c:0a:bf:06,-74,1,HUST_WIRELESS_AUTO,6
2a:69:6c:05:c5:23,-69,1,HUST_WIRELESS,6
6a:69:6c:05:c3:07,-88,1,HUST_WIRELESS,6
0e:69:6c:0a:bf:02,-50,1,HUST_WIRELESS_AUTO,6
fa:69:6c:07:93:20,-91,1,HUST_WIRELESS,6
00:0f:e2:98:15:10,-91,1,ChinaNet,6
4a:cf:5e:50:5f:67,-86,1,ACynthia_GY,6
6a:69:6c:05:c3:09,-88,1,HUST_WIRELESS_AUTO,6
06:69:6c:0a:be:fa,-87,1,HUST_WIRELESS,6
0e:69:6c:0a:be:fa,-86,1,HUST_WIRELESS_AUTO,6
60:0b:03:09:08:31,-83,1,HUST_WIRELESS_AUTO,6
94:53:30:11:ac:12,-83,1,HP-Print-12-LaserJet Pro MFP,6
60:0b:03:09:08:30,-83,1,HUST_WIRELESS,6
00:87:46:20:fb:02,-89,1,360WiFi-FB02,6
aa:69:6c:07:90:fd,-91,1,HUST_WIRELESS_AUTO,6
aa:69:6c:07:90:fb,-93,1,HUST_WIRELESS,6
42:49:0f:06:46:77,-79,1,DIRECT-77-HP M427 LaserJet,6
a8:57:4e:4d:5f:40,-93,1,511,6
7c:d1:c3:76:79:fa,-91,1,ADESKTOP-ELSA6EU,6
fc:d7:33:bc:81:0e,-91,1,1604,6
fa:69:6c:07:93:22,-92,1,HUST_WIRELESS_AUTO,6
4c:e6:76:c9:fc:00,-85,1,HongboJiangOffice,6
4a:00:e3:24:ce:f4,-91,1,RTOS-PC,6
06:69:6c:0a:bf:02,-52,1,HUST_WIRELESS,7
20:76:93:3a:ae:78,-72,1,HC5761,7
4a:69:6c:07:a1:e7,-69,1,HUST_WIRELESS_AUTO,7
2a:69:6c:05:c5:25,-67,1,HUST_WIRELESS_AUTO,7
24:05:0f:9b:e7:63,-80,1,zqxll2003,7
88:25:93:58:06:63,-81,1,TP-LINK_580663,7
00:0f:e2:db:26:20,-73,1,ChinaNet,7
4a:69:6c:07:a1:e5,-69,1,HUST_WIRELESS,7
06:69:6c:0a:bf:06,-67,1,HUST_WIRELESS,7
0e:69:6c:0a:bf:06,-67,1,HUST_WIRELESS_AUTO,7
2a:69:6c:05:c5:23,-68,1,HUST_WIRELESS,7
0e:69:6c:0a:bf:02,-52,1,HUST_WIRELESS_AUTO,7
94:53:30:11:ac:12,-81,1,HP-Print-12-LaserJet Pro MFP,7
00:87:46:20:fb:02,-86,1,360WiFi-FB02,7
02:c2:c6:c4:41:d1,-79,1,DIRECT-sKHD-MIBOOKmsHD,7
a8:57:4e:4d:5f:40,-89,1,511,7
f8:da:0c:73:0f:e7,-72,1,yang,7
0e:69:6c:0a:c0:86,-87,1,HUST_WIRELESS_AUTO,7
08:57:00:7b:63:16,-84,1,TL-WTR9500,7
06:69:6c:0a:c0:86,-87,1,HUST_WIRELESS,7
60:0b:03:0e:2b:b1,-85,1,HUST_WIRELESS_AUTO,7
b0:d5:9d:8c:2d:b1,-93,1,360免费WiFi-B1,7
60:0b:03:0e:2b:b0,-85,1,HUST_WIRELESS,7
4c:e6:76:c9:fc:00,-88,1,HongboJiangOffice,7
7a:69:6c:07:96:7a,-89,1,HUST_WIRELESS_AUTO,7
7a:69:6c:07:96:78,-90,1,HUST_WIRELESS,7
60:0b:03:09:08:31,-82,1,HUST_WIRELESS_AUTO,7
6a:69:6c:05:c3:09,-93,1,HUST_WIRELESS_AUTO,7
06:69:6c:0a:be:fa,-83,1,HUST_WIRELESS,7
60:0b:03:09:08:30,-83,1,HUST_WIRELESS,7
6a:69:6c:05:c3:07,-93,1,HUST_WIRELESS,7
4a:cf:5e:50:5f:67,-85,1,ACynthia_GY,7
0e:69:6c:0a:be:fa,-83,1,HUST_WIRELESS_AUTO,7
06:69:6c:0a:bf:02,-52,1,HUST_WIRELESS,8
20:76:93:3a:ae:78,-78,1,HC5761,8
4a:69:6c:07:a1:e7,-71,1,HUST_WIRELESS_AUTO,8
2a:69:6c:05:c5:25,-65,1,HUST_WIRELESS_AUTO,8
24:05:0f:9b:e7:63,-79,1,zqxll2003,8
88:25:93:58:06:63,-80,1,TP-LINK_580663,8
00:0f:e2:db:26:20,-73,1,ChinaNet,8
4a:69:6c:07:a1:e5,-71,1,HUST_WIRELESS,8
06:69:6c:0a:bf:06,-64,1,HUST_WIRELESS,8
0e:69:6c:0a:bf:06,-64,1,HUST_WIRELESS_AUTO,8
2a:69:6c:05:c5:23,-65,1,HUST_WIRELESS,8
94:53:30:11:ac:12,-77,1,HP-Print-12-LaserJet Pro MFP,8
00:87:46:20:fb:02,-85,1,360WiFi-FB02,8
02:c2:c6:c4:41:d1,-76,1,DIRECT-sKHD-MIBOOKmsHD,8
f8:da:0c:73:0f:e7,-72,1,yang,8
08:57:00:7b:63:16,-79,1,TL-WTR9500,8
6a:69:6c:05:c3:09,-87,1,HUST_WIRELESS_AUTO,8
06:69:6c:0a:be:fa,-79,1,HUST_WIRELESS,8
6a:69:6c:05:c3:07,-88,1,HUST_WIRELESS,8
0e:69:6c:0a:be:fa,-78,1,HUST_WIRELESS_AUTO,8
0e:69:6c:0a:bf:02,-50,1,HUST_WIRELESS_AUTO,8
42:49:0f:06:46:77,-88,1,DIRECT-77-HP M427 LaserJet,8
a8:57:4e:4d:5f:40,-80,1,511,8
4c:e6:76:c9:fc:00,-85,1,HongboJiangOffice,8
00:0f:e2:a2:05:c0,-97,1,ChinaNet,8
7a:69:6c:07:96:7a,-92,1,HUST_WIRELESS_AUTO,8
7a:69:6c:07:96:78,-94,1,HUST_WIRELESS,8
00:0f:e2:98:15:10,-91,1,ChinaNet,8
0e:69:6c:0b:21:d2,-87,1,HUST_WIRELESS_AUTO,8
b0:d5:9d:8c:2d:b1,-91,1,360免费WiFi-B1,8
06:69:6c:0b:21:d2,-87,1,HUST_WIRELESS,8
4a:cf:5e:50:5f:67,-88,1,ACynthia_GY,8
60:0b:03:0e:2b:b0,-86,1,HUST_WIRELESS,8
06:69:6c:0a:bf:02,-64,1,HUST_WIRELESS,9
20:76:93:3a:ae:78,-68,1,HC5761,9
4a:69:6c:07:a1:e7,-77,1,HUST_WIRELESS_AUTO,9
2a:69:6c:05:c5:25,-77,1,HUST_WIRELESS_AUTO,9
00:0f:e2:db:26:20,-81,1,ChinaNet,9
4a:69:6c:07:a1:e5,-76,1,HUST_WIRELESS,9
2a:69:6c:05:c5:23,-78,1,HUST_WIRELESS,9
0e:69:6c:0a:bf:06,-68,1,HUST_WIRELESS_AUTO,9
06:69:6c:0a:bf:06,-68,1,HUST_WIRELESS,9
88:25:93:58:06:63,-87,1,TP-LINK_580663,9
42:49:0f:06:46:77,-87,1,DIRECT-77-HP M427 LaserJet,9
08:57:00:7b:63:16,-72,1,TL-WTR9500,9
4c:e6:76:c9:fc:00,-89,1,HongboJiangOffice,9
60:0b:03:0e:2b:b1,-84,1,HUST_WIRELESS_AUTO,9
60:0b:03:0e:2b:b0,-84,1,HUST_WIRELESS,9
aa:69:6c:07:90:fd,-91,1,HUST_WIRELESS_AUTO,9
aa:69:6c:07:90:fb,-92,1,HUST_WIRELESS,9
0e:69:6c:0b:21:d2,-90,1,HUST_WIRELESS_AUTO,9
94:53:30:11:ac:12,-85,1,HP-Print-12-LaserJet Pro MFP,9
b0:d5:9d:92:64:90,-92,1,315,9
0e:69:6c:0a:bf:02,-64,1,HUST_WIRELESS_AUTO,9
f8:da:0c:73:0f:e7,-73,1,yang,9
7a:69:6c:07:96:7a,-91,1,HUST_WIRELESS_AUTO,9
fa:69:6c:07:93:22,-91,1,HUST_WIRELESS_AUTO,9
f0:b4:29:3c:68:ef,-93,1,Seven,9
fa:69:6c:07:93:20,-91,1,HUST_WIRELESS,9
0e:69:6c:0a:be:fa,-83,1,HUST_WIRELESS_AUTO,9
4a:69:6c:07:96:57,-91,1,HUST_WIRELESS_AUTO,9
06:69:6c:0a:be:fa,-83,1,HUST_WIRELESS,9
4a:69:6c:07:96:55,-91,1,HUST_WIRELESS,9
06:69:6c:0a:bf:02,-60,1,HUST_WIRELESS,10
20:76:93:3a:ae:78,-75,1,HC5761,10
4a:69:6c:07:a1:e7,-59,1,HUST_WIRELESS_AUTO,10
2a:69:6c:05:c5:25,-69,1,HUST_WIRELESS_AUTO,10
00:0f:e2:db:26:20,-76,1,ChinaNet,10
4a:69:6c:07:a1:e5,-59,1,HUST_WIRELESS,10
2a:69:6c:05:c5:23,-69,1,HUST_WIRELESS,10
0e:69:6c:0a:bf:02,-59,1,HUST_WIRELESS_AUTO,10
0e:69:6c:0a:bf:06,-77,1,HUST_WIRELESS_AUTO,10
06:69:6c:0a:bf:06,-76,1,HUST_WIRELESS,10
88:25:93:58:06:63,-92,1,TP-LINK_580663,10
42:49:0f:06:46:77,-86,1,DIRECT-77-HP M427 LaserJet,10
f8:da:0c:73:0f:e7,-73,1,yang,10
08:57:00:7b:63:16,-84,1,TL-WTR9500,10
02:c2:c6:c4:41:d1,-88,1,DIRECT-sKHD-MIBOOKmsHD,10
4c:e6:76:c9:fc:00,-85,1,HongboJiangOffice,10
a8:57:4e:4d:5f:40,-89,1,511,10
60:0b:03:09:08:31,-80,1,HUST_WIRELESS_AUTO,10
94:53:30:11:ac:12,-76,1,HP-Print-12-LaserJet Pro MFP,10
60:0b:03:09:08:30,-79,1,HUST_WIRELESS,10
b0:d5:9d:92:64:90,-92,1,315,10
60:0b:03:0e:29:b1,-82,1,HUST_WIRELESS_AUTO,10
b0:d5:9d:8c:2d:b1,-93,1,360免费WiFi-B1,10
fa:69:6c:07:93:20,-90,1,HUST_WIRELESS,10
fa:69:6c:07:93:22,-88,1,HUST_WIRELESS_AUTO,10
aa:69:6c:07:90:fb,-88,1,HUST_WIRELESS,10
ea:69:6c:07:92:4f,-93,1,HUST_WIRELESS,10
4a:cf:5e:50:5f:67,-89,1,ACynthia_GY,10
0e:69:6c:0a:be:fa,-88,1,HUST_WIRELESS_AUTO,10
0e:69:6c:0b:22:8a,-87,1,HUST_WIRELESS_AUTO,10
06:69:6c:0b:22:8a,-88,1,HUST_WIRELESS,10
6a:69:6c:05:c3:09,-91,1,HUST_WIRELESS_AUTO,10
24:05:0f:9b:e7:63,-77,1,zqxll2003,10
aa:69:6c:07:90:fd,-88,1,HUST_WIRELESS_AUTO,10
ba:69:6c:07:a0:dc,-91,1,HUST_WIRELESS,10
06:69:6c:0a:bf:02,-57,1,HUST_WIRELESS,11
20:76:93:3a:ae:78,-61,1,HC5761,11
4a:69:6c:07:a1:e7,-60,1,HUST_WIRELESS_AUTO,11
2a:69:6c:05:c5:25,-67,1,HUST_WIRELESS_AUTO,11
00:0f:e2:db:26:20,-77,1,ChinaNet,11
4a:69:6c:07:a1:e5,-60,1,HUST_WIRELESS,11
2a:69:6c:05:c5:23,-67,1,HUST_WIRELESS,11
0e:69:6c:0a:bf:06,-65,1,HUST_WIRELESS_AUTO,11
06:69:6c:0a:bf:06,-66,1,HUST_WIRELESS,11
88:25:93:58:06:63,-86,1,TP-LINK_580663,11
08:57:00:7b:63:16,-79,1,TL-WTR9500,11
4c:e6:76:c9:fc:00,-85,1,HongboJiangOffice,11
60:0b:03:0e:2b:b1,-83,1,HUST_WIRELESS_AUTO,11
aa:69:6c:07:90:fd,-83,1,HUST_WIRELESS_AUTO,11
aa:69:6c:07:90:fb,-84,1,HUST_WIRELESS,11
94:53:30:11:ac:12,-83,1,HP-Print-12-LaserJet Pro MFP,11
60:0b:03:09:08:31,-79,1,HUST_WIRELESS_AUTO,11
4a:cf:5e:50:5f:67,-85,1,ACynthia_GY,11
24:05:0f:9b:e7:63,-78,1,zqxll2003,11
b0:d5:9d:8c:2d:b1,-86,1,360免费WiFi-B1,11
0e:69:6c:0a:bf:02,-57,1,HUST_WIRELESS_AUTO,11
0e:69:6c:0a:be:fa,-84,1,HUST_WIRELESS_AUTO,11
42:49:0f:06:46:77,-87,1,DIRECT-77-HP M427 LaserJet,11
b0:d5:9d:92:64:90,-84,1,315,11
60:0b:03:0e:29:b1,-85,1,HUST_WIRELESS_AUTO,11
60:0b:03:09:08:30,-79,1,HUST_WIRELESS,11
60:0b:03:0e:29:b0,-86,1,HUST_WIRELESS,11
2a:69:6c:07:9e:45,-89,1,HUST_WIRELESS_AUTO,11
fc:d7:33:bc:81:0e,-89,1,1604,11
6a:69:6c:05:c3:09,-93,1,HUST_WIRELESS_AUTO,11
6a:69:6c:07:91:d9,-92,1,HUST_WIRELESS_AUTO,11
da:69:6c:07:93:40,-93,1,HUST_WIRELESS_AUTO,11
1a:69:6c:07:8b:94,-93,1,HUST_WIRELESS_AUTO,11
4a:69:6c:07:96:57,-94,1,HUST_WIRELESS_AUTO,11
06:69:6c:0a:be:fa,-84,1,HUST_WIRELESS,11
06:69:6c:0a:bf:02,-53,1,HUST_WIRELESS,12
20:76:93:3a:ae:78,-63,1,HC5761,12
4a:69:6c:07:a1:e7,-57,1,HUST_WIRELESS_AUTO,12
2a:69:6c:05:c5:25,-72,1,HUST_WIRELESS_AUTO,12
00:0f:e2:db:26:20,-69,1,ChinaNet,12
4a:69:6c:07:a1:e5,-57,1,HUST_WIRELESS,12
2a:69:6c:05:c5:23,-72,1,HUST_WIRELESS,12
0e:69:6c:0a:bf:06,-70,1,HUST_WIRELESS_AUTO,12
06:69:6c:0a:bf:06,-68,1,HUST_WIRELESS,12
88:25:93:58:06:63,-84,1,TP-LINK_580663,12
08:57:00:7b:63:16,-78,1,TL-WTR9500,12
60:0b:03:0e:2b:b1,-81,1,HUST_WIRELESS_AUTO,12
aa:69:6c:07:90:fd,-89,1,HUST_WIRELESS_AUTO,12
aa:69:6c:07:90:fb,-90,1,HUST_WIRELESS,12
24:05:0f:9b:e7:63,-78,1,zqxll2003,12
42:49:0f:06:46:77,-87,1,DIRECT-77-HP M427 LaserJet,12
f8:da:0c:73:0f:e7,-71,1,yang,12
7a:69:6c:07:96:7a,-91,1,HUST_WIRELESS_AUTO,12
7a:69:6c:07:96:78,-91,1,HUST_WIRELESS,12
b0:d5:9d:92:64:90,-85,1,315,12
b0:d5:9d:8c:2d:b1,-88,1,360免费WiFi-B1,12
0e:69:6c:0a:bf:02,-53,1,HUST_WIRELESS_AUTO,12
4c:e6:76:c9:fc:00,-77,1,HongboJiangOffice,12
06:69:6c:0a:be:fa,-82,1,HUST_WIRELESS,12
94:53:30:11:ac:12,-80,1,HP-Print-12-LaserJet Pro MFP,12
60:0b:03:09:08:31,-77,1,HUST_WIRELESS_AUTO,12
60:0b:03:09:08:30,-77,1,HUST_WIRELESS,12
0e:69:6c:0a:be:fa,-83,1,HUST_WIRELESS_AUTO,12
fc:d7:33:bc:81:0e,-91,1,1604,12
aa:69:6c:05:c4:5b,-94,1,HUST_WIRELESS,12
00:0f:e2:98:15:10,-86,1,ChinaNet,12
00:0f:e2:98:14:20,-93,1,ChinaNet,12
06:69:6c:0a:bf:02,-57,1,HUST_WIRELESS,13
20:76:93:3a:ae:78,-63,1,HC5761,13
4a:69:6c:07:a1:e7,-55,1,HUST_WIRELESS_AUTO,13
2a:69:6c:05:c5:25,-67,1,HUST_WIRELESS_AUTO,13
00:0f:e2:db:26:20,-78,1,ChinaNet,13
4a:69:6c:07:a1:e5,-55,1,HUST_WIRELESS,13
2a:69:6c:05:c5:23,-66,1,HUST_WIRELESS,13
0e:69:6c:0a:bf:06,-68,1,HUST_WIRELESS_AUTO,13
06:69:6c:0a:bf:06,-68,1,HUST_WIRELESS,13
88:25:93:58:06:63,-80,1,TP-LINK_580663,13
08:57:00:7b:63:16,-73,1,TL-WTR9500,13
24:05:0f:9b:e7:63,-79,1,zqxll2003,13
0e:69:6c:0a:bf:02,-57,1,HUST_WIRELESS_AUTO,13
06:69:6c:0a:be:fa,-80,1,HUST_WIRELESS,13
0e:69:6c:0a:be:fa,-80,1,HUST_WIRELESS_AUTO,13
